name,config,value at step 100,value at step 200,value at step 300,value at step 400,value at step 500,value at step 600,value at step 700,value at step 800,value at step 900,value at step 1000,value at step 1100,value at step 1200,value at step 1300,value at step 1400,value at step 1500,value at step 1600,value at step 1700,value at step 1800,value at step 1900,value at step 2000,value at step 2100,value at step 2200,value at step 2300,value at step 2400,value at step 2500,value at step 2600,value at step 2700,value at step 2800,value at step 2900,value at step 3000
Chair_100000_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,8.379720384255052e-06,8.379720384255052e-06,8.510562111041509e-06,8.510562111041509e-06,8.577447260904592e-06,8.609928045189008e-06,9.439731002203189e-06,9.819740625971463e-06,1.2287182471482083e-05,1.3099196621624287e-05,1.3904167644795962e-05,1.4738643585587852e-05,1.55398556671571e-05,1.642694405745715e-05,1.715681719360873e-05,1.7723341443343088e-05,1.8174629076384008e-05,1.845582119130995e-05,1.8698437997954898e-05,1.8878938135458156e-05,1.9002378394361585e-05,1.9032384443562478e-05,1.9074295778409578e-05,1.9080624042544514e-05
DragonOnWall_100000_colored_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.1162463124492206e-05,1.1162463124492206e-05,1.1446556527516805e-05,1.1446556527516805e-05,1.1657417417154647e-05,1.1668377737805713e-05,1.2718426660285331e-05,1.3019061952945776e-05,1.5870471543166786e-05,1.6558769857510924e-05,1.7192975064972416e-05,1.7838234271039255e-05,1.846848135755863e-05,1.9149923900840804e-05,1.9709379557752982e-05,2.01172679226147e-05,2.0408140699146315e-05,2.065840089926496e-05,2.0838997443206608e-05,2.0977415260858834e-05,2.108131957356818e-05,2.084629340970423e-05,2.0900908566545695e-05,2.0900093659292907e-05
DragonOnWall_100000_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.1170299330842681e-05,1.1170299330842681e-05,1.1351698049111292e-05,1.1351698049111292e-05,1.1479669410618953e-05,1.1503701898618601e-05,1.2416727258823812e-05,1.2726881323033012e-05,1.5065904335642699e-05,1.570880885992665e-05,1.6331274309777655e-05,1.6987178241834044e-05,1.760939267114736e-05,1.8289900253876112e-05,1.8869523046305403e-05,1.9325812900206074e-05,1.967051503015682e-05,1.9939179765060544e-05,2.013406265177764e-05,2.0297287846915424e-05,2.0403147573233582e-05,2.0047666112077422e-05,2.0106021111132577e-05,2.0072962797712535e-05
Elephant_100000_colored_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.233490110053026e-07,1.233490110053026e-07,1.240623532794416e-07,1.240623532794416e-07,1.4605615206164657e-07,2.2331346372084226e-07,9.307671575697896e-07,1.4945850352887646e-06,3.6972303405491402e-06,4.764568075188436e-06,5.699387656932231e-06,6.631490578001831e-06,7.506105248467065e-06,8.505389814672526e-06,9.322135156253353e-06,9.9271801445866e-06,1.0431569535285234e-05,1.0811068932525814e-05,1.1123913282062858e-05,1.1345897291903384e-05,1.1510071999509819e-05,1.1490483302623034e-05,1.1565189197426662e-05,1.1574384188861586e-05
Elephant_100000_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.2180750275092578e-07,1.2180750275092578e-07,1.2267224747120054e-07,1.2267224747120054e-07,1.419744535269274e-07,2.1798058469357784e-07,8.983170687315578e-07,1.4244780004446511e-06,3.626559191616252e-06,4.684698069468141e-06,5.588784006249625e-06,6.532077350129839e-06,7.459101652784739e-06,8.439707926299889e-06,9.26162101677619e-06,9.835499440669082e-06,1.0330840268579777e-05,1.0742432095867116e-05,1.104456441680668e-05,1.126749521063175e-05,1.142434666689951e-05,1.1288940186204854e-05,1.13498554128455e-05,1.135729871748481e-05
Fountain_100000_colored_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,3.129671677015722e-05,3.129671677015722e-05,3.188587288605049e-05,3.188587288605049e-05,3.2895608455874026e-05,3.289162123110145e-05,3.515809657983482e-05,3.550044493749738e-05,3.9990631194086745e-05,4.0945880755316466e-05,4.1817620513029397e-05,4.273217564332299e-05,4.376081778900698e-05,4.4830892875324935e-05,4.577995423460379e-05,4.644805449061096e-05,4.700350109487772e-05,4.737091512652114e-05,4.765883204527199e-05,4.788251317222603e-05,4.802045441465452e-05,4.807735967915505e-05,4.812445695279166e-05,4.813900523004122e-05
Fountain_100000_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,3.090934478677809e-05,3.090934478677809e-05,3.14178250846453e-05,3.14178250846453e-05,3.249370274716057e-05,3.2470717997057363e-05,3.453841054579243e-05,3.484615444904193e-05,3.961560287280008e-05,4.048331902595237e-05,4.140572855249047e-05,4.226758028380573e-05,4.320682637626305e-05,4.42288292106241e-05,4.508570418693125e-05,4.5780412619933486e-05,4.626458394341171e-05,4.664047446567565e-05,4.691636422649026e-05,4.7121353418333456e-05,4.7247958718799055e-05,4.732588422484696e-05,4.736682603834197e-05,4.737790732178837e-05
House_100000_colored_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.5920189980533905e-05,1.5920189980533905e-05,1.667409742367454e-05,1.667409742367454e-05,1.7125577869592234e-05,1.7152375221485272e-05,1.8190121409134008e-05,1.850260014180094e-05,2.0510969989118166e-05,2.1119283701409586e-05,2.1643118088832125e-05,2.220084388682153e-05,2.2716754756402224e-05,2.3309565222007222e-05,2.3776930902386084e-05,2.4161852707038634e-05,2.4435179511783645e-05,2.4658649635966867e-05,2.4818100428092293e-05,2.4925706384237856e-05,2.5006425858009607e-05,2.4289514840347692e-05,2.4330489395651966e-05,2.423449041089043e-05
House_100000_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.531574162072502e-05,1.531574162072502e-05,1.622053787286859e-05,1.622053787286859e-05,1.663275179453194e-05,1.666739808570128e-05,1.7574788216734305e-05,1.7828249838203192e-05,1.9616836652858183e-05,2.0119716282351874e-05,2.0596802642103285e-05,2.1095976990181953e-05,2.162097916880157e-05,2.2159041691338643e-05,2.2596614144276828e-05,2.291447890456766e-05,2.3162796424003318e-05,2.334857163077686e-05,2.3484573830501176e-05,2.357685298193246e-05,2.3637603590032086e-05,2.3149483240558766e-05,2.3171634893515147e-05,2.3151442292146385e-05
SalingBoat_100000_colored_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,9.60936176852556e-07,9.60936176852556e-07,9.64099058364809e-07,9.64099058364809e-07,1.0216019745712401e-06,1.0891446891037049e-06,1.6257168908850872e-06,1.933130988618359e-06,3.5089226457785117e-06,4.115023330086842e-06,4.66705068902229e-06,5.220613729761681e-06,5.822103503305698e-06,6.365874469338451e-06,6.9207499109325e-06,7.283106242539361e-06,7.5653474596037995e-06,7.778140570735559e-06,7.96953736426076e-06,8.080705811153166e-06,8.16861938801594e-06,8.011567842913792e-06,8.05178569862619e-06,8.037784937187098e-06
SalingBoat_100000_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,9.87477278613369e-07,9.87477278613369e-07,9.94379320218286e-07,9.94379320218286e-07,1.0404135082353605e-06,1.0998542165907566e-06,1.6097588968477794e-06,1.913640517159365e-06,3.4333206713199615e-06,3.995597580797039e-06,4.5162587412050925e-06,5.040530140831834e-06,5.5769232858438045e-06,6.136674983281409e-06,6.627366929023992e-06,6.984160336287459e-06,7.262218787218444e-06,7.452284080500249e-06,7.596543127874611e-06,7.718872438999824e-06,7.802158506819978e-06,7.67372694099322e-06,7.70561473473208e-06,7.702130460529588e-06
Sniper_100000_colored_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.498082724538108e-08,6.466612489930412e-08,4.019117909592751e-07,6.404714554264501e-07,1.5447562873305287e-06,1.947184955497505e-06,2.328746404600679e-06,2.658790890563978e-06,2.9751656711596297e-06,3.29973727275501e-06,3.5930497688241303e-06,3.8036841942812316e-06,3.956027740059653e-06,4.094599717063829e-06,4.182911652605981e-06,4.2617125473043416e-06,4.313595127314329e-06,4.192947471892694e-06,4.21719460064196e-06,4.214170530758565e-06
Sniper_100000_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.474568556147915e-08,6.404395946901786e-08,4.0392475852968346e-07,6.204110150065389e-07,1.5175537555478513e-06,1.8829994132829597e-06,2.1863256733922753e-06,2.489389771653805e-06,2.786407549137948e-06,3.089260417254991e-06,3.33247635353473e-06,3.5243713227828266e-06,3.673225364764221e-06,3.7811951187904924e-06,3.871601620630827e-06,3.9455367186747026e-06,3.996827672381187e-06,3.854844180750661e-06,3.8787802623119205e-06,3.875919901474845e-06
Sofa_100000_colored_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.1920617907890119e-05,1.1920617907890119e-05,1.2190594134153798e-05,1.2190594134153798e-05,1.2400476407492533e-05,1.2446862456272356e-05,1.3351077541301493e-05,1.3777462299913168e-05,1.611629340914078e-05,1.694576167210471e-05,1.7729829778545536e-05,1.8444248780724593e-05,1.9254082872066647e-05,2.0063385818502866e-05,2.073608266073279e-05,2.1255335013847798e-05,2.1670166461262852e-05,2.1990468667354435e-05,2.2212901967577636e-05,2.2381142116500996e-05,2.249370481877122e-05,2.2493721189675853e-05,2.2537627955898643e-05,2.2545153115061112e-05
Sofa_100000_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.1799247658927925e-05,1.1799247658927925e-05,1.2167173736088444e-05,1.2167173736088444e-05,1.2369951036816929e-05,1.2413111107889563e-05,1.3352473615668714e-05,1.3744114767177962e-05,1.6063264411059208e-05,1.685079769231379e-05,1.7602780644665472e-05,1.8349819583818316e-05,1.914122731250245e-05,1.9949049601564184e-05,2.0636271074181423e-05,2.1148696760064922e-05,2.1525485863094218e-05,2.18293207581155e-05,2.2079539121477865e-05,2.2261898266151547e-05,2.2377233108272776e-05,2.2385071133612655e-05,2.2429287128034048e-05,2.244014831376262e-05
SpaceShipMaybe_100000_colored_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,5.350763331080088e-06,5.350763331080088e-06,5.4234751587500796e-06,5.4234751587500796e-06,5.533988314709859e-06,5.591798526438652e-06,6.3466331994277425e-06,6.737844159943052e-06,8.852700375427958e-06,9.785620932234451e-06,1.0607052900013514e-05,1.1490121323731728e-05,1.239173343492439e-05,1.3225189832155593e-05,1.3998527720104903e-05,1.453370805393206e-05,1.4935888430045452e-05,1.5255380276357755e-05,1.5494068065891042e-05,1.5672465451643802e-05,1.5794084902154282e-05,1.5872923540882766e-05,1.5913217794150114e-05,1.5923133105388843e-05
SpaceShipMaybe_100000_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,5.494562174135353e-06,5.494562174135353e-06,5.534995125344722e-06,5.534995125344722e-06,5.610577318293508e-06,5.662245712301228e-06,6.4059900068969e-06,6.833907718828414e-06,8.987186447484419e-06,9.934798981703352e-06,1.0747074156824965e-05,1.160380088549573e-05,1.2466602129279636e-05,1.338280435447814e-05,1.412308574799681e-05,1.46889597090194e-05,1.5114087545953225e-05,1.5434670785907656e-05,1.565909587952774e-05,1.5827790775801986e-05,1.595312642166391e-05,1.600429277459625e-05,1.6041209164541215e-05,1.605277429916896e-05
Tree_100000_colored_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.353101538370538e-06,1.353101538370538e-06,1.3547232811106369e-06,1.3547232811106369e-06,1.3807709819957381e-06,1.4548957096849335e-06,2.185928451581276e-06,2.69084625870164e-06,5.059710474597523e-06,6.151729849079857e-06,7.166395789681701e-06,8.236696885433048e-06,9.332850822829641e-06,1.0467048923601396e-05,1.1495732906041667e-05,1.2298218280193396e-05,1.290723230340518e-05,1.3366193343244959e-05,1.3721763934881892e-05,1.3996426787343808e-05,1.4190412912284955e-05,1.4258219380280934e-05,1.4321183698484674e-05,1.434047044313047e-05
Tree_100000_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.532386704639066e-06,1.532386704639066e-06,1.5431428437295835e-06,1.5431428437295835e-06,1.5723805972811533e-06,1.645356860535685e-06,2.3871307348599657e-06,2.886880793084856e-06,5.2804775805270765e-06,6.362216936395271e-06,7.320464646909386e-06,8.328275725943968e-06,9.34091985982377e-06,1.0411700714030303e-05,1.133166460931534e-05,1.2046750271110795e-05,1.2597030945471488e-05,1.301652446272783e-05,1.3356964700506069e-05,1.3608429071609862e-05,1.3792055142403115e-05,1.383403105137404e-05,1.389972931065131e-05,1.3914068404119462e-05
Truck_100000_colored_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.15206432838022e-06,1.15206432838022e-06,1.1562341342141735e-06,1.1562341342141735e-06,1.1819539622592856e-06,1.2480317082008696e-06,1.8709947653405834e-06,2.2847198124509305e-06,4.160219759796746e-06,4.893680852546822e-06,5.59562977286987e-06,6.293708338489523e-06,7.0010623858252075e-06,7.72394378145691e-06,8.28748943604296e-06,8.777034963713959e-06,9.124609277932905e-06,9.354394933325239e-06,9.549361493554898e-06,9.675333785708062e-06,9.785265319806058e-06,9.810871233639773e-06,9.847859473666176e-06,9.856292308541015e-06
Truck_100000_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.2081160321031348e-06,1.2081160321031348e-06,1.2120060546294553e-06,1.2120060546294553e-06,1.2298658020881703e-06,1.291502940148348e-06,1.8927801193058258e-06,2.256693278468447e-06,3.998893134848913e-06,4.67925474367803e-06,5.278297066979576e-06,5.88651573707466e-06,6.525756361952517e-06,7.140044999687234e-06,7.698434274061583e-06,8.118752703012433e-06,8.413727300649043e-06,8.657741091155913e-06,8.826372322801035e-06,8.952258212957531e-06,9.047038474818692e-06,9.08479341887869e-06,9.11326424102299e-06,9.121363291342277e-06
Waly_100000_colored_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.6029985999921337e-05,1.6029985999921337e-05,1.639390211494174e-05,1.639390211494174e-05,1.6562571545364335e-05,1.6571775631746277e-05,1.768778747646138e-05,1.8134538549929857e-05,2.1597985323751345e-05,2.268344360345509e-05,2.3652039089938626e-05,2.458968447172083e-05,2.557977131800726e-05,2.6620306016411632e-05,2.7507599952514283e-05,2.820072404574603e-05,2.8647258659475483e-05,2.9003735107835382e-05,2.92812201223569e-05,2.9479437216650695e-05,2.9598477340186946e-05,2.9631530196638778e-05,2.968019907712005e-05,2.9692922907997854e-05
Waly_100000_pointcloud,LR_Basic_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.6074107406893745e-05,1.6074107406893745e-05,1.6375783161493018e-05,1.6375783161493018e-05,1.658460678299889e-05,1.6595438864897005e-05,1.7801223293645307e-05,1.8190807168139145e-05,2.13844050449552e-05,2.23788356379373e-05,2.3284957933356054e-05,2.4243818188551813e-05,2.5239980459446087e-05,2.6229346985928714e-05,2.708303145482205e-05,2.7713811505236663e-05,2.81777793134097e-05,2.856289574992843e-05,2.8855574782937765e-05,2.9080470994813368e-05,2.9238053684821352e-05,2.9262668249430135e-05,2.9321523470571265e-05,2.933585892606061e-05
Bicycle_100000_colored_pointcloud,LR_Basic_Sil_Prune,0.0,0.0,0.0,0.0,0.0,0.0,9.012898090077215e-07,9.012898090077215e-07,9.072257398656802e-07,9.072257398656802e-07,9.147095170192188e-07,9.884105338642257e-07,1.7426464182790369e-06,2.319305849596276e-06,4.594557140080724e-06,5.627028258459177e-06,6.619187843170948e-06,7.621310487593291e-06,8.59450301504694e-06,9.56461371970363e-06,1.032695854519261e-05,1.0926265531452373e-05,1.136967784987064e-05,1.1709271348081529e-05,1.1988023288722616e-05,1.2146776498411782e-05,1.2271735613467172e-05,1.2030548532493412e-05,1.2105829227948561e-05,1.209000765811652e-05
Bicycle_100000_pointcloud,LR_Basic_Sil_Prune,0.0,0.0,0.0,0.0,0.0,0.0,9.24425648918259e-07,9.24425648918259e-07,9.401000511388702e-07,9.401000511388702e-07,9.795953701541293e-07,1.0461332067279727e-06,1.6865828911249992e-06,2.142960966011742e-06,4.062041625729762e-06,5.027299266657792e-06,5.839138339069905e-06,6.655969173152698e-06,7.4092763497901615e-06,8.13591577752959e-06,8.76091780810384e-06,9.22544495551847e-06,9.618797776056454e-06,9.893342394207139e-06,1.0121704690391198e-05,1.0298370398231782e-05,1.0410752111056354e-05,1.0166590072913095e-05,1.0226528502244037e-05,1.0224388461210765e-05
Cat_100000_colored_pointcloud,LR_Basic_Sil_Prune,0.0,0.0,0.0,0.0,0.0,0.0,5.438560606307874e-07,5.438560606307874e-07,5.486047029990004e-07,5.486047029990004e-07,5.684958068741253e-07,6.511728543046047e-07,1.430990892004047e-06,2.0347904410300544e-06,4.6347799980139825e-06,5.985531061014626e-06,7.114255367923761e-06,8.23172740638256e-06,9.412862709723413e-06,1.0474537702975795e-05,1.139752748713363e-05,1.2062217138009146e-05,1.260286990145687e-05,1.302764576394111e-05,1.3377175491768867e-05,1.3624196071759798e-05,1.3823109838995151e-05,1.3443167517834809e-05,1.3531778677133843e-05,1.3520188076654449e-05
Cat_100000_pointcloud,LR_Basic_Sil_Prune,0.0,0.0,0.0,0.0,0.0,0.0,5.204350372878253e-07,5.204350372878253e-07,5.265467848403205e-07,5.265467848403205e-07,5.426055622592685e-07,6.249197781471594e-07,1.4069357803236926e-06,2.055366849162965e-06,4.6910427045077085e-06,5.939939910604153e-06,7.084147910063621e-06,8.226491445384454e-06,9.288456567446701e-06,1.0335714250686578e-05,1.1183167771378066e-05,1.181942116090795e-05,1.2278556823730469e-05,1.2667905139096547e-05,1.2961765605723485e-05,1.317795249633491e-05,1.33521589305019e-05,1.3007946108700708e-05,1.3102256161801051e-05,1.3094449059281033e-05
Chair3Legs_100000_colored_pointcloud,LR_Basic_Sil_Prune,0.0,0.0,0.0,0.0,0.0,0.0,7.965263648657128e-06,7.965263648657128e-06,8.081288797257002e-06,8.081288797257002e-06,8.177643394446932e-06,8.229988452512771e-06,9.000511454360094e-06,9.445072464586701e-06,1.1737811291823164e-05,1.2563468771986663e-05,1.335213255515555e-05,1.4140699931886047e-05,1.4971785276429728e-05,1.5777070075273514e-05,1.6533598682144657e-05,1.7110925909946673e-05,1.755844641593285e-05,1.791577960830182e-05,1.8171738702221774e-05,1.8378181266598403e-05,1.849003638199065e-05,1.8480111975804903e-05,1.8516961063141935e-05,1.852082095865626e-05
Chair3Legs_100000_pointcloud,LR_Basic_Sil_Prune,0.0,0.0,0.0,0.0,0.0,0.0,8.040135980991181e-06,8.040135980991181e-06,8.131623872031923e-06,8.131623872031923e-06,8.22023594082566e-06,8.262612936960068e-06,9.019049684866332e-06,9.410457096237224e-06,1.1767382602556609e-05,1.262520527234301e-05,1.3356779163586907e-05,1.4142882719170302e-05,1.4923891285434365e-05,1.572809378558304e-05,1.6496558600920253e-05,1.707715455268044e-05,1.7498721717856824e-05,1.783218795026187e-05,1.8087162970914505e-05,1.8285747501067817e-05,1.8418242689222097e-05,1.8473789168638177e-05,1.852344212238677e-05,1.853527828643564e-05
Chair_100000_colored_pointcloud,LR_Basic_Sil_Prune,0.0,0.0,0.0,0.0,0.0,0.0,8.352927579835523e-06,8.352927579835523e-06,8.481531949655619e-06,8.481531949655619e-06,8.565162715967745e-06,8.598147360316943e-06,9.339244570583105e-06,9.731570571602788e-06,1.2033064194838516e-05,1.2862882613262627e-05,1.3656861483468674e-05,1.4456287317443639e-05,1.5294814147637226e-05,1.6075204257504083e-05,1.68044280144386e-05,1.7385258615831845e-05,1.7791240679798648e-05,1.8139384337700903e-05,1.8388138414593413e-05,1.856494418461807e-05,1.8693664969759993e-05,1.8679687855183147e-05,1.8720447769737802e-05,1.8727712813415565e-05
Chair_100000_pointcloud,LR_Basic_Sil_Prune,0.0,0.0,0.0,0.0,0.0,0.0,8.36874642118346e-06,8.36874642118346e-06,8.481994882458821e-06,8.481994882458821e-06,8.535233064321801e-06,8.573062586947344e-06,9.328959095000755e-06,9.721041351440363e-06,1.2097903891117312e-05,1.293352761422284e-05,1.3745158867095597e-05,1.4558027032762766e-05,1.53794953803299e-05,1.6224214050453156e-05,1.6940721252467483e-05,1.749992952682078e-05,1.790192982298322e-05,1.821831210691016e-05,1.8444081433699466e-05,1.8603570424602367e-05,1.8711856682784855e-05,1.875200541689992e-05,1.879785122582689e-05,1.8810314941219985e-05
DragonOnWall_100000_colored_pointcloud,LR_Basic_Sil_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.1227891263843048e-05,1.1227891263843048e-05,1.1445757991168648e-05,1.1445757991168648e-05,1.1659574738587253e-05,1.1671319953165948e-05,1.271318797080312e-05,1.301819702348439e-05,1.5867624824750237e-05,1.6586811398155987e-05,1.723611421766691e-05,1.7879116057883948e-05,1.8579463358037174e-05,1.921545117511414e-05,1.9771945517277345e-05,2.0227782442816533e-05,2.0576149836415425e-05,2.084839616145473e-05,2.1034311430412345e-05,2.120589851983823e-05,2.1321771782822907e-05,2.1098467186675407e-05,2.114973176503554e-05,2.11419137485791e-05
DragonOnWall_100000_pointcloud,LR_Basic_Sil_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.1232625183765776e-05,1.1232625183765776e-05,1.1493173587950878e-05,1.1493173587950878e-05,1.1611045010795351e-05,1.1628448191913776e-05,1.2541360774775967e-05,1.2822942153434269e-05,1.5145453289733268e-05,1.578923183842562e-05,1.6389061784138903e-05,1.7004806068143807e-05,1.761316161719151e-05,1.8252314475830644e-05,1.8804701539920643e-05,1.9213952327845618e-05,1.9496335880830884e-05,1.974623774003703e-05,1.9941924620070495e-05,2.0081546608707868e-05,2.0177471014903858e-05,1.990892633330077e-05,1.9952518414356746e-05,1.993819205381442e-05
Elephant_100000_colored_pointcloud,LR_Basic_Sil_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.1942384503527137e-07,1.1942384503527137e-07,1.2139065574956476e-07,1.2139065574956476e-07,1.389801127515966e-07,2.2079424866205954e-07,9.106563538807677e-07,1.4853434322503745e-06,3.700345587276388e-06,4.7696994442958385e-06,5.72877615923062e-06,6.679226316919085e-06,7.598530828545336e-06,8.609171345597133e-06,9.488395335210953e-06,1.0132952411368024e-05,1.0622557965689339e-05,1.100479312299285e-05,1.1337375326547772e-05,1.1553881449799519e-05,1.1745411029551178e-05,1.1667395483527798e-05,1.1737487511709332e-05,1.1747757525881752e-05
Elephant_100000_pointcloud,LR_Basic_Sil_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.218207046349562e-07,1.218207046349562e-07,1.205102080348297e-07,1.205102080348297e-07,1.3719549940560682e-07,2.136231671556743e-07,8.823961366033473e-07,1.410511003996362e-06,3.606978225434432e-06,4.657905265048612e-06,5.641229108732659e-06,6.621120519412216e-06,7.537096735177329e-06,8.492650522384793e-06,9.31129397940822e-06,9.962595868273638e-06,1.0484218364581466e-05,1.086198153643636e-05,1.1164669558638707e-05,1.1373013876436744e-05,1.153872835857328e-05,1.132583201979287e-05,1.1386418918846175e-05,1.1391906809876673e-05
Fountain_100000_colored_pointcloud,LR_Basic_Sil_Prune,0.0,0.0,0.0,0.0,0.0,0.0,3.125365765299648e-05,3.125365765299648e-05,3.1835195841267705e-05,3.1835195841267705e-05,3.273749825893901e-05,3.2722498872317374e-05,3.491628740448505e-05,3.526636282913387e-05,3.995490988017991e-05,4.094796531717293e-05,4.185115176369436e-05,4.274932507541962e-05,4.3740634282585233e-05,4.485948375076987e-05,4.581626853905618e-05,4.656896635424346e-05,4.709410131908953e-05,4.7493773308815435e-05,4.7769670345587656e-05,4.7988152800826356e-05,4.813511623069644e-05,4.819987225346267e-05,4.82406176161021e-05,4.8251116822939366e-05
Fountain_100000_pointcloud,LR_Basic_Sil_Prune,0.0,0.0,0.0,0.0,0.0,0.0,3.101981565123424e-05,3.101981565123424e-05,3.1587765988660976e-05,3.1587765988660976e-05,3.25552246067673e-05,3.253719114582054e-05,3.490891685942188e-05,3.525496140355244e-05,3.999459295300767e-05,4.087687557330355e-05,4.1778817831072956e-05,4.2700907215476036e-05,4.375159915070981e-05,4.4808824895881116e-05,4.576671199174598e-05,4.648416506825015e-05,4.6961074986029416e-05,4.7322260797955096e-05,4.7619425458833575e-05,4.782217729371041e-05,4.7967900172807276e-05,4.803494084626436e-05,4.808474477613345e-05,4.8099496780196205e-05
House_100000_colored_pointcloud,LR_Basic_Sil_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.5881058061495423e-05,1.5881058061495423e-05,1.6696432794560678e-05,1.6696432794560678e-05,1.7203356037498452e-05,1.7236779967788607e-05,1.8296046619070694e-05,1.8614182408782654e-05,2.0437641069293022e-05,2.1003019355703145e-05,2.1540037778322585e-05,2.2099802663433366e-05,2.2688294848194346e-05,2.3243374016601592e-05,2.3763070203131065e-05,2.4137891159625724e-05,2.4416836822638288e-05,2.464753924869001e-05,2.4795806893962435e-05,2.4924527679104358e-05,2.500097434676718e-05,2.4276307158288546e-05,2.431418397463858e-05,2.421517092443537e-05
House_100000_pointcloud,LR_Basic_Sil_Prune,0.0,0.0,0.0,0.0,0.0,0.0,1.555034759803675e-05,1.555034759803675e-05,1.626456833037082e-05,1.626456833037082e-05,1.670381607254967e-05,1.672751022852026e-05,1.7697027942631394e-05,1.7940117686521262e-05,1.9580604202928953e-05,2.00754075194709e-05,2.0520859834505245e-05,2.100565870932769e-05,2.1499163267435506e-05,2.2027968952897936e-05,2.246533040306531e-05,2.279063846799545e-05,2.3007123672869056e-05,2.318354745511897e-05,2.330914867343381e-05,2.3399097699439153e-05,2.346662586205639e-05,2.2907752281753346e-05,2.293057696078904e-05,2.2837892174720764e-05
SalingBoat_100000_colored_pointcloud,LR_Basic_Sil_Prune,0.0,0.0,0.0,0.0,0.0,0.0,9.633095032768324e-07,9.633095032768324e-07,9.657433110987768e-07,9.657433110987768e-07,1.0106653007824207e-06,1.0726171240094118e-06,1.5800085293449229e-06,1.891958390842774e-06,3.4769559533742722e-06,4.035618530906504e-06,4.646236902772216e-06,5.245487955107819e-06,5.87230579185416e-06,6.438225682359189e-06,6.942298568901606e-06,7.349099178100005e-06,7.639595423825085e-06,7.84747680881992e-06,7.989636287675239e-06,8.109566806524526e-06,8.191700544557534e-06,8.051157237787265e-06,8.089045877568424e-06,8.088201866485178e-06
SalingBoat_100000_pointcloud,LR_Basic_Sil_Prune,0.0,0.0,0.0,0.0,0.0,0.0,9.787192993826466e-07,9.787192993826466e-07,9.837049219640903e-07,9.837049219640903e-07,1.0381115771451732e-06,1.0977057627314935e-06,1.6347064502042485e-06,1.925426431625965e-06,3.3986789276241325e-06,3.952148290409241e-06,4.481562882574508e-06,4.997639280190924e-06,5.565457286138553e-06,6.096963261370547e-06,6.54532323096646e-06,6.876960469526239e-06,7.133813596738037e-06,7.345797712332569e-06,7.4828740252996795e-06,7.580274541396648e-06,7.662829375476576e-06,7.532040854130173e-06,7.566264230263187e-06,7.5610460044117644e-06
Sniper_100000_colored_pointcloud,LR_Basic_Sil_Prune,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4665376468769864e-08,6.63324399852172e-08,4.2486777829253697e-07,6.620907697652001e-07,1.5981945580278989e-06,1.9338879155839095e-06,2.2512426767207216e-06,2.56602538684092e-06,2.8701251721940935e-06,3.2032862691266928e-06,3.5042614854319254e-06,3.6948697470506886e-06,3.851004748867126e-06,3.975385425292188e-06,4.0608983908896334e-06,4.134866685490124e-06,4.193998393020593e-06,4.0743216231931e-06,4.094456016900949e-06,4.090312359039672e-06
